epithet_id|epithet|alternate_name|trade_designations|species|etymology|sex|reference_epithet|reference_breeders|reference_tests|awards|source_type|year_selected|Interspecific_hybrid|familiy_id|mother|father|origin_lat_long|origin_place|description|originator_breeder|registrant|nominator|introducer|keeper|nominator_desc|standard_herbarium |name_status|name_status_note|current_cultivation|checklist_record|contact_info
|‘Sericea’|This epithet most likely corresponds to S. alba f. argentea Wimm. (1866), which is a synonym of S. alba subsp. micans (Andersson)Rech.f. (1963). Other synonyms include S. splendens Bray ex Opiz (1823), S. alba f. sericea Gaudin. (1830), S. alba var. leucophylla Hartig (1851), S. regalis Wesmaelo (1864), S. alba var. argentea Wimm. (1866), S. alba f. argentea Wimm. (1866), S. alba f. sericea Wimm. (1866), S. micans Andersson (1867), S. alba f. splendens Andersson (1868), S. alba var. splendens (Bray ex Opiz) Andersson (1869), S. alba var. regalis Beissner (1877), S. massalskyi Goerz (1930), ‘Regalis’. ||S. alba L.|||Bean, 1981; Krüssmann, 1984; |||1993 AGM||1840||||||Germany|‘Sericea’ is slower-growing and more graceful than the species, with dense silver-grey silky pubescence on both leaf sides. It was discovered in Germany around 1840 (Krüssmann, 1984). It was listed as S. alba f. argentea Wimm. by Bean (1981) who noted that cultivated plants belong to one or only a few clones that are distinguished by epithets argentea and regalis. ||||||||Established|‘Sericea’ was the preferred name in the LNWP 2016–2020. Salix alba var. sericea was listed as the accepted name in the 2018 RHS HD. Because this cultivar name in the Latin form was established before 1 January 1959 and has been repeated within the denomination class Salix, but with different species, this epithet must be linked to the name of the species to which it applies (ICNCP, 2016, Art. 21.7). The epithet ‘Sericea’ is not based on the correct botanical name. However, this cultivar name is widespread and should be designated as the accepted cultivar name.|‘Sericea’ was sold by seven North American (2018 PIO) and 11 UK nurseries (2018 RHS PF). ‘Sericea’ was found in trade in the Netherlands (2018 PS). |||
|‘Sibirica’|||S. alba L.||male |Saarinen, 2004;Hämet-Ahti et al., 1989 ; T. Uronen, pers. comm., August 2015; Sorbifolia (2002, V. 33(1):15)||||||||||||A male selection of S. alba var. micans (Andersson) Rech.f. with silvery leaves and a wider, more weeping crown.  Its side branchlets are slender and pendulous, especially on old specimens. Its leaves are broader than ‘Sericea’ and even more silvery. This cultivar has been in cultivation in Finland for more than 100 years. As with another Finnish cultivar S. ×fragilis L. ‘Lasipalatsi’, its history dates back to time when Finland was part of the Russian Empire until the early 20th century. It is extremely winter hardy in Finland and can be grown there as far north as to Oulu, while ‘Sericea’ is not winter hardy in most of Finland (Saarinen, 2004; T. Uronen, pers. comm., August 2015). This cultivar is commonly cultivated in Finland as S. ‘Sibirica’ and was mentioned by Hämet-Ahti et al. (1989) (T. Uronen, pers. comm., July 2015). There is a magnificent specimen of this cultivar in a relic of an old mansion garden at Hatanpään Arboretum, Tampere, Finland. It has long slender weeping branches and a trunk reaching 1 m diameter (T. Uronen, pers. comm., July 2015; http://www.pajutjapoppelit.com; accessed 13 September 2015). An image of this cultivar grown in Finland was published in Sorbifolia (2002, V. 33(1):15).||||||||Established|‘Sibirica’ was the preferred name in the LNWP 2016–2020.|‘Sibirica’ was found in trade in the Netherlands (2018 PS). |||
|‘Silky White’|||S. alba L.|||2018 PIO||||||||||||No description or published reference for this cultivar was found; therefore, this name is not established.||||||||Not established||‘Silky White’ was sold by one North American nursery (2018 PIO)|||
|‘Silver Column’|||S. alba L.|||2018 PIO||||||||||||No published reference for this cultivar was found; therefore, this name is not established. It was found at the Arnold Arboretum, Boston, US (cuttings came from Gary Koller, a horticulturist at the Arnold Arboretum) as a columnar or upright cultivar of S. alba L. ‘Sericea’. ||||||||Not established| |‘Silver Column’ was sold by four North American nurseries (2018 PIO). |||
|‘Silverleaf’|||S. alba L.|||William Schroeder, pers. comm., April 2012|||||||||||| An old clone used for over 60 years in Canadian shelterbelt tree plantings (William Schroeder, pers. comm., April 2012).||||||||Not established| ||||
|‘Splendens’|||S. alba L.|||2018 RHS HD||||||||||||This name was listed as a synonym of S. alba var. splendens in the 2018 RHS HD. ||||||||Not established| ||||
|‘St Oedenrode’|||S. alba L.|Saint-Oedenrode is a town located in the south of the Netherlands. ||Santamour and McCray Batzli (1990) |||||||||||Netherlands |A fastigiate clone with upright branches and branchlets. On a 12 m tall specimen at the Holden Arboretum, US, which was received from the National Arboretum, US, lower branches were only up to 1.5 m long. Its bark and foliage are similar to S. alba L. ‘Caerulea’. This is a vigorous plant—after two years from a cutting it is about 2.4 m tall (M. Dodge, pers. comm., August 2015). ‘St Oedenrode’ is a cultivar that is suitable for timber, windbreaks or biomass. It originated in the Netherlands (http://www.ars-grin.gov/cgi-bin/npgs/acc/display.pl?1397188; accessed 18 April 2015). A specimen in the USDA-GRIN (accession PI 502252) is 20 m tall. It was received from K. Stott, Long Ashton Research Station, UK, in 1985. This cultivar was listed by Santamour and McCray Batzli (1990) as a specimen at the collection of the National Arboretum, US (accession PA 57833). ||||||||Established|‘Saint oedendrode’ was a tentatively accepted name in the 2018 RHS HD.|‘Saint oedendrode’ was sold by one North American nursery (2018 PIO). ‘Saint oedendrode’ was most recently sold by one UK nursery in 2008 (2013 RHS PF). |||
|‘Strachowa’|||S. alba L.|||2018 RHS HD||||||||||||No description or published reference for this cultivar was found; therefore, this name is not established. ||||||||Not established|‘Strachowa’ was a tentatively accepted name in the 2018 RHS HD. ||||
|‘Taucha’|||S. alba L.|||LNWP 2016–2020||||||||||||No description of this cultivar was found. ||||||||Established|‘Taucha’ was the preferred name in the LNWP 2016–2020. |‘Taucha’ was found in trade in the Netherlands (2018 PS).  |||
|‘Tinaarlo’|||S. alba L.||male |LNWP 2016–2020 |||||1960||||||Netherlands |A male cultivar with a straight stem and narrow, cone-shaped crown according to the 9th Variety List for Trees in The Netherlands (https://www.rassenlijstbomen.nl/nl/Home/Rassen/Details-Ras.htm?dbid=139&typeofpage=2142179; accessed 13 November 2018). This cultivar is recommended for street plantings, parks and gardens in the urban area; it is also  suitable for wood production. ‘Tinaarlo’ grows less rapidly than other cultivars of S. alba L. and is wind resistant. Planting on a large scale is not recommended because of its susceptability to watermark disease. ‘Tinaarlo’ was selected in 1960 from the vicinity of Tynaarlo in the northeastern Netherlands by the Foundation for Wood Improvement. It has been in the trade since 1976.||||||||Established|‘Tinaarlo’ was the preferred name in the LNWP 2016–2020 (listed as a cultivar recorded before 1995).|‘Tinaarlo’ was found in trade in the Netherlands (2018 PS).|||
|‘Vries’|||S. alba L.|||Newsholme, 1992||||||||||||No description of this cultivar was found. This epithet was listed by Newsholme (1992).||||||||Established|||||
|‘Wantage Hall’|||S. alba L.||female |2018 RHS HD||||||||||||No description of this cultivar was found. ||||||||Established|‘Wantage Hall’ was the accepted name for a female cultivar of S. alba L. var. caerulea (Sm.) Sm. in the 2018 RHS HD.|‘Wantage Hall’ was sold by one UK nursery (2018 RHS PF).|||
|‘Westonbirt’|||S. alba L.|||2018 PS||||||||||||No description or published reference for this cultivar was found; therefore, this name is not established. ||||||||Not established||‘Westonbirt’ was found in trade in the Netherlands (2018 PS).  |||
|‘Zolotistaja’|||S. alba L.|The cultivar name translates from Russian language as “Golden”.||Tsarev, 2005|||||||||||Russia|A cultivar that was selected in Voronez (Russia) for high biomass yield and tannin production (Tsarev, 2005). ||||||||Established|||||
|‘378’|||S. alba L.|||2004-2007 Reports of the National Poplar Commission of Serbia|||||||||||Serbia and Montenegro |No description of this cultivar was found. ‘378’ was listed as a cultivar selected in Serbia and Montenegro in the 2004-2007 Reports of the National Poplar Commission of Serbia, which was submitted to the IPC FAO, and recorded in the Yugoslav Register. ||||||||Established|This epithet consisting solely of Arabic numerals cannot be established after 1 January 2004 (ICNCP, 2016, Article 21.15). It has not been confirmed whether or not this epithet should be established because the exact date of its publication has not been found. ||||
|‘Allegany’|||S.|||US Plant Patent|US Plant Patent No 17,710, issued 2007||||1999|x||S. koryanagi Kimura ex Goerz ‘SH3’ |S. purpurea L. ‘95058’ ||US|A fast-growing female clone produced at the State University of New York, New York, US, in 1999 by crossing S. koryanagi Kimura ex Goerz ‘SH3’ and S. purpurea L. ‘95058’ (US Plant Patent No 17,710, issued 2007). It was selected for high biomass yield and disease resistance. This cultivar is suitable for bioenergy plantations, living snow fences, streambank restoration, riparian buffers and basketry (https://cpb-use1.wpmucdn.com/blogs.cornell.edu/dist/5/4999/files/2014/10/Allegany-new-2010_08_03-p1tdsn.pdf; accessed 1 October 2018).|State University of New York, New York, US|||||||Established|||||
|‘Allerheiligen’ |A synonym of S. ‘Silberglanz’. ||S.|||PS||||||||||||||||||||Not established|‘Allerheiligen’ was found in trade in the Netherlands under this name (PS).||||
|‘Americana’|||S.|This epithet most likely corresponds to S. americana Hort ex Schwerin (1919); non S. americana pendula Hort (1904).|male |Bean, 1981; Krüssmann, 1984; ||||||x||S. eriocephala Michx. |S. petiolaris Sm. ||US|This is a low-growing shrub with long, bright-red, pendulous branchlets. Leaves have large, kidney-shaped stipules. Filaments are half connate (Krüssmann, 1984). According to Krüssmann (1984), this was a hybrid of S. eriocephala Michx. × S. petiolaris Sm. (as S. cordata Muhl. × S. gracilis Andersson), developed in the US and commonly used in forestry and basketry. Rehder proposed that this was a hybrid of S. purpurea L., with a long history of cultivation in the US for basketry, and S. eriocephala Michx. (as S. rigida Muhl.). But Bean (1981) mentioned that this cultivar is now considered to be S. eriocephala Michx. × S. petiolaris Sm. (as S. gracilis Andersson). He stated that this is a male cultivar, probably a hybrid of S. eriocephala Michx. (as S. rigida Muhl.), introduced from the US to Germany by basket maker Ernst Hoedt and propagated by Otto Schon’s nursery, which distributed three million cuttings of this cultivar as S. americana Hort. ex Schwerin, not Anderss, in 1914 (Bean, 1981). According to M. Dodge (pers. comm., August 2015), this cultivar is very popular among basketmakers in Europe, but has not been available in North America for perhaps a century. Ernst Hoedt, a willow basketry master, illegally imported this clone to Poland from the US after his stay in the US. When the American customs authorities objected to the transit, Hoedt created baskets woven from fresh willow twigs, which he later planted in the Trzciel nursery at the Nowy Tomyśl area of Poland. The new plant known as "the Trzciel American", spread around Europe and nowadays is considered among the best for wickerwork goods. Note: there was also an unresolved name in the US trade: S. purpurea L. ‘Americana’.||||||||Established|S. ‘Americana’ was the preferred name in the LNWP 2016–2020 and a tentatively accepted name in the 2018 RHS HD. There is also an unresolved name in the US trade: S. purpurea L. ‘Americana’.|‘Americana’ was sold by two North American nurseries (2018 PIO), one UK nursery (2018 RHS PF) and was found in trade in the Netherlands (2018 PS).|||
|‘Pescara’|||S. amplexicaulis Bory & Chaub.|||2018 RHS HD||||||||||||No description or published reference for this cultivar was found; therefore, this name is not established.||||||||Not established|‘Pescara’ was a tentatively accepted name for a male cultivar in the 2018 RHS HD.|‘Pescara’ was sold by one UK nursery (2018 RHS PF).|||
|‘Anki’|||S.|||National Plant Variety Board Gazette|CPVO grant No. 1110||||2000||||||Sweden|No description of this cultivar was found. This epithet was listed in the CPVO as registered by Saxhytte Gård AB, Sweden, in 2000 (CPVO grant No. 1110) and published in the National Plant Variety Board Gazette.||||||||Established|||||
